N,P,K,temperature,humidity,ph,rainfall,label
79.84,52.43,74.94,15.44,71.57,6.66,83.26,grapes
84.85,42.61,64.47,22.52,68.03,6.27,83.04,grapes
79.73,42.23,68.81,20.47,71.17,6.66,70.92,grapes
91.63,47.25,68.0,21.06,72.84,6.43,78.33,grapes
102.23,51.18,63.59,20.06,70.35,6.05,76.97,grapes
97.76,45.8,68.51,19.69,68.43,6.27,85.56,grapes
92.46,45.61,59.7,19.16,74.1,6.32,82.62,grapes
90.19,36.96,70.24,19.58,74.59,6.7,79.83,grapes
85.39,46.01,56.44,18.6,71.22,5.94,73.27,grapes
88.57,47.78,46.5,20.8,75.82,6.79,89.05,grapes
77.94,40.16,50.59,22.28,77.96,5.96,78.9,grapes
76.6,35.61,53.65,22.45,71.25,6.77,84.37,grapes
81.65,51.67,52.71,19.13,73.61,6.4,78.32,grapes
98.09,50.75,47.95,20.05,75.66,7.03,63.2,grapes
82.31,45.42,57.21,21.2,73.71,6.68,78.41,grapes
88.21,49.67,63.55,20.56,72.77,6.24,74.94,grapes
91.29,50.18,53.24,20.54,73.49,6.41,79.21,grapes
96.4,41.08,69.27,17.09,74.15,6.73,89.22,grapes
69.6,39.69,67.2,18.7,72.43,6.86,72.88,grapes
79.56,40.06,59.72,18.75,72.64,6.46,83.33,grapes
83.39,47.75,65.64,21.48,73.6,6.36,80.69,grapes
75.99,46.53,66.03,18.91,75.98,6.78,93.09,grapes
78.79,45.38,55.58,19.31,74.42,6.88,79.83,grapes
72.2,52.76,89.5,30.0,86.05,6.66,52.2,watermelon
69.35,68.86,92.65,26.36,87.67,6.39,59.05,watermelon
72.26,60.37,106.68,26.16,84.46,6.38,53.63,watermelon
72.38,66.16,94.3,28.63,87.51,6.64,50.59,watermelon
71.88,55.48,92.14,28.79,86.24,6.41,55.06,watermelon
70.0,55.94,98.46,26.73,85.39,6.64,61.54,watermelon
67.17,68.11,88.92,29.67,85.46,6.28,61.55,watermelon
80.81,55.61,84.09,33.82,84.66,6.49,46.84,watermelon
73.07,63.48,84.54,29.77,85.54,6.44,60.02,watermelon
73.4,59.43,89.89,26.2,85.96,6.63,58.88,watermelon
78.7,59.42,95.45,34.5,83.16,6.6,57.45,watermelon
82.01,50.49,110.14,31.87,84.61,6.8,55.83,watermelon
92.66,61.44,69.89,29.45,84.24,6.27,50.06,watermelon
77.34,55.01,100.01,26.41,84.59,6.58,57.03,watermelon
70.32,61.81,79.65,28.21,82.63,6.72,52.98,watermelon
66.72,58.08,103.62,32.72,83.51,6.8,54.74,watermelon
84.59,65.86,82.33,28.24,82.22,6.51,57.06,watermelon
73.31,51.74,94.54,30.99,85.28,6.4,56.7,watermelon
67.17,61.84,93.78,31.44,88.1,6.81,59.43,watermelon
70.58,64.45,75.9,29.49,84.79,6.42,57.52,watermelon
71.41,73.41,88.26,32.99,85.48,6.33,55.57,watermelon
92.87,58.99,90.9,30.51,86.33,6.63,46.54,watermelon
68.91,56.46,120.4,28.04,85.23,6.95,57.53,watermelon
86.21,65.68,74.17,28.65,84.59,6.2,44.6,watermelon
83.32,72.81,79.34,29.29,87.43,6.68,47.94,watermelon
74.69,62.74,71.2,28.51,84.07,6.12,51.02,watermelon
76.06,62.83,76.99,30.49,84.67,6.48,52.04,watermelon
56.91,65.76,94.66,29.45,84.12,6.27,57.03,watermelon
71.12,63.84,96.73,28.58,83.78,6.47,56.65,watermelon
60.63,61.25,75.45,28.83,88.85,6.33,49.88,watermelon
71.58,58.51,76.98,30.13,86.06,6.58,56.74,watermelon
72.74,53.69,90.34,30.46,83.59,6.46,55.06,watermelon
93.87,67.52,103.53,30.79,83.98,6.6,62.62,watermelon
66.74,60.41,91.29,30.53,86.94,6.47,54.21,watermelon
101.24,56.8,76.27,29.76,84.06,6.47,54.4,watermelon
55.98,60.57,92.29,31.67,85.29,6.69,63.21,watermelon
79.38,63.08,86.7,30.64,84.45,6.11,54.37,watermelon
84.49,65.91,87.32,28.05,84.56,6.49,49.15,watermelon
66.6,59.46,92.16,30.56,83.66,6.18,54.03,watermelon
83.17,50.16,81.44,28.27,87.74,6.68,53.34,watermelon
81.48,55.3,89.66,26.13,83.37,6.34,49.16,watermelon
79.63,53.37,100.07,30.52,85.4,6.69,56.26,watermelon
69.06,57.12,96.67,27.16,86.52,6.47,58.09,watermelon
75.98,54.8,105.88,29.05,85.5,6.41,50.98,watermelon
75.78,56.65,89.38,29.75,84.11,6.66,58.0,watermelon
57.88,53.91,86.27,27.7,83.78,6.61,57.43,watermelon
61.55,51.33,92.51,28.94,86.36,6.39,55.17,watermelon
67.72,58.12,95.99,30.2,83.15,6.67,54.68,watermelon
78.63,62.87,85.44,31.1,83.79,6.44,48.9,watermelon
62.12,74.64,88.33,28.75,88.13,6.21,61.1,watermelon
77.05,59.07,87.67,28.95,87.48,6.67,54.33,watermelon
68.42,60.16,79.89,28.01,84.5,6.37,51.76,watermelon
71.97,53.07,105.19,25.6,86.17,6.61,54.1,watermelon
73.63,60.92,90.43,30.78,85.9,6.43,50.06,watermelon
77.61,63.81,97.84,28.49,89.13,6.21,64.21,watermelon
68.25,59.29,107.5,32.91,87.59,6.63,57.03,watermelon
63.42,52.06,89.24,30.61,86.2,6.64,61.98,watermelon
86.82,60.27,69.09,31.35,84.63,6.42,55.84,watermelon
64.22,58.49,75.52,25.24,83.82,6.74,55.59,watermelon
81.45,59.21,93.98,26.03,83.78,6.35,48.13,watermelon
75.92,62.58,93.47,29.39,86.16,6.51,56.35,watermelon
70.11,63.61,94.18,27.61,83.9,6.68,48.43,watermelon
71.53,66.79,96.72,31.29,86.0,6.44,46.1,watermelon
92.11,65.4,81.14,29.72,83.94,6.48,57.95,watermelon
69.09,72.6,86.64,28.67,86.96,6.31,55.63,watermelon
92.63,60.62,92.22,28.44,83.44,6.46,66.38,watermelon
82.65,63.57,96.91,31.26,84.45,6.5,54.68,watermelon
78.74,53.57,76.95,28.15,85.65,6.32,58.85,watermelon
65.45,58.56,76.18,30.62,82.45,6.17,55.31,watermelon
77.7,65.11,91.75,30.27,85.31,6.53,61.88,watermelon
73.23,53.5,103.09,31.27,85.96,6.41,57.41,watermelon
89.06,56.84,96.74,27.05,83.46,6.66,58.3,watermelon
72.1,52.78,82.58,33.25,85.1,6.64,57.92,watermelon
77.27,62.98,86.75,31.57,85.15,6.45,57.7,watermelon
74.71,62.66,81.57,26.26,81.34,6.25,49.98,watermelon
70.19,60.05,94.81,30.5,83.04,6.82,54.43,watermelon
70.02,59.36,92.69,30.15,84.08,6.76,47.21,watermelon
78.98,65.13,89.51,27.76,85.13,6.65,55.4,watermelon
70.65,46.39,93.03,25.93,86.83,6.37,60.78,watermelon
83.25,59.81,87.97,33.08,84.56,6.45,52.67,watermelon
68.76,60.07,88.48,24.57,83.25,6.71,59.3,watermelon
94.46,48.87,70.14,31.48,83.25,6.65,51.77,watermelon
84.85,57.89,88.55,32.25,86.27,6.39,41.13,watermelon
88.22,59.3,92.7,27.83,84.81,6.36,51.54,watermelon
53.99,64.88,92.17,28.04,86.92,6.46,52.79,watermelon
66.42,70.2,111.12,27.57,83.27,6.45,58.89,watermelon
75.45,58.88,97.89,29.88,84.54,6.47,53.18,watermelon
83.3,59.87,89.7,29.48,86.55,6.43,64.68,watermelon
67.76,50.17,92.38,30.14,84.28,7.05,57.18,watermelon
85.44,64.1,93.41,27.81,85.26,6.59,48.41,watermelon
55.77,68.14,96.35,30.33,84.54,6.64,48.06,watermelon
70.09,56.15,101.8,29.0,83.98,6.64,59.79,watermelon
73.89,62.68,77.15,28.45,83.45,6.45,58.81,watermelon
68.72,64.64,98.26,27.84,88.59,6.46,49.53,watermelon
67.18,63.06,88.0,29.73,81.1,6.35,47.62,watermelon
81.67,55.76,84.38,29.6,86.99,6.65,59.49,watermelon
68.64,57.78,90.33,27.67,84.85,6.51,58.6,watermelon
59.1,57.84,90.83,32.75,86.06,6.41,51.36,watermelon
80.65,63.17,81.09,29.69,87.54,6.6,51.25,watermelon
62.85,64.27,92.22,31.36,87.15,6.38,55.1,watermelon
67.66,48.36,87.29,34.37,92.59,6.5,24.94,muskmelon
76.2,60.04,90.06,32.33,92.24,6.59,31.29,muskmelon
59.45,62.07,86.82,33.19,93.11,6.62,36.14,muskmelon
73.32,64.57,79.45,34.1,91.37,6.65,26.43,muskmelon
64.2,63.91,97.36,35.82,92.22,6.41,29.78,muskmelon
64.53,54.54,91.24,30.91,90.67,6.25,30.22,muskmelon
65.01,66.51,98.11,34.08,92.32,6.52,25.86,muskmelon
77.86,65.65,90.59,30.84,91.11,6.46,29.33,muskmelon
92.84,50.57,74.3,33.53,92.1,6.96,25.89,muskmelon
87.78,53.83,89.81,32.55,91.7,6.72,31.87,muskmelon
67.07,68.52,81.57,35.24,92.65,6.37,30.22,muskmelon
67.94,48.33,103.77,32.01,91.86,6.26,30.86,muskmelon
58.05,52.98,91.94,30.99,93.01,6.61,32.96,muskmelon
72.86,54.98,83.16,36.13,92.95,6.54,31.26,muskmelon
90.27,69.63,73.29,33.42,94.0,6.46,29.73,muskmelon
68.91,63.33,86.36,35.18,91.62,6.45,30.59,muskmelon
71.87,57.87,92.22,32.47,92.6,6.27,34.08,muskmelon
59.09,55.54,103.97,29.41,94.24,6.4,29.01,muskmelon
74.86,67.15,88.49,34.09,93.3,6.76,30.79,muskmelon
69.92,51.83,83.05,32.45,92.01,6.63,23.44,muskmelon
69.58,65.27,86.3,32.81,93.03,6.75,34.05,muskmelon
68.66,47.4,90.45,31.29,92.1,6.36,33.71,muskmelon
70.77,58.69,99.64,33.72,92.27,6.54,35.13,muskmelon
81.86,59.0,94.78,33.28,93.62,6.44,32.07,muskmelon
92.54,54.51,89.86,35.6,94.04,6.64,31.29,muskmelon
74.35,48.38,81.07,34.79,92.09,6.45,30.67,muskmelon
73.69,56.94,68.04,33.67,92.48,6.54,28.64,muskmelon
80.51,54.25,104.67,34.34,93.31,6.46,22.47,muskmelon
66.14,48.3,90.35,33.65,94.21,6.38,28.35,muskmelon
61.42,78.31,96.21,35.14,92.15,6.45,29.11,muskmelon
55.87,54.88,89.62,33.48,93.47,6.54,27.92,muskmelon
67.82,55.72,108.39,33.34,92.47,6.77,31.96,muskmelon
78.87,52.36,99.67,31.06,92.42,6.29,35.38,muskmelon
79.57,57.63,80.02,32.19,92.7,6.17,32.7,muskmelon
82.93,59.3,93.71,34.67,93.07,6.54,27.97,muskmelon
71.84,59.78,69.06,33.58,91.46,6.53,29.97,muskmelon
72.13,48.02,94.61,33.4,92.61,6.55,27.15,muskmelon
84.85,60.2,98.31,31.51,91.91,6.55,30.93,muskmelon
74.99,68.35,73.71,33.09,91.35,6.79,30.98,muskmelon
87.94,70.83,83.74,32.36,93.67,6.37,29.56,muskmelon
71.82,52.53,110.26,34.19,92.18,6.28,29.58,muskmelon
80.52,71.85,110.72,33.33,93.86,6.54,33.12,muskmelon
76.87,56.63,105.33,32.64,91.96,6.35,32.95,muskmelon
81.44,65.26,91.7,30.67,93.54,6.62,31.37,muskmelon
67.48,55.04,96.41,31.75,93.04,6.53,31.42,muskmelon
83.11,65.38,92.75,31.51,92.3,6.73,30.74,muskmelon
89.77,50.62,105.24,31.33,91.32,6.35,26.61,muskmelon
88.18,53.55,94.25,32.65,91.15,6.58,30.56,muskmelon
64.84,66.89,81.35,30.04,93.36,6.43,26.12,muskmelon
70.24,56.06,89.29,30.97,93.44,6.58,29.19,muskmelon
89.87,61.14,94.03,32.79,92.5,6.71,28.25,muskmelon
82.12,55.28,83.71,31.43,91.27,6.58,25.76,muskmelon
82.67,66.08,86.62,34.18,92.9,6.67,26.53,muskmelon
78.44,67.45,87.57,33.65,92.02,6.87,32.84,muskmelon
73.11,69.03,88.58,33.56,93.11,6.76,28.9,muskmelon
91.58,66.56,100.11,34.4,93.42,6.58,30.5,muskmelon
87.29,62.43,98.43,31.31,93.78,6.57,34.9,muskmelon
79.92,59.71,97.7,31.57,91.02,6.34,34.23,muskmelon
68.76,56.35,99.57,33.84,91.89,6.49,28.53,muskmelon
82.14,63.05,80.69,30.86,91.18,6.59,32.32,muskmelon
76.79,54.15,77.82,34.32,90.29,6.58,28.58,muskmelon
71.58,74.79,96.39,33.32,92.4,6.27,26.17,muskmelon
60.51,59.21,76.82,32.89,92.18,6.6,30.42,muskmelon
73.12,59.03,80.31,33.67,92.5,6.85,33.64,muskmelon
76.57,67.79,78.75,32.05,91.32,6.63,32.35,muskmelon
66.65,67.15,93.59,31.22,92.36,6.46,36.29,muskmelon
73.33,64.81,90.74,35.84,91.91,6.64,29.98,muskmelon
70.87,60.61,106.22,34.15,91.96,6.38,33.17,muskmelon
85.43,55.04,81.38,31.88,91.56,6.61,30.8,muskmelon
71.18,48.78,85.95,31.15,93.11,6.58,31.97,muskmelon
73.34,65.63,99.11,33.85,93.59,6.48,26.14,muskmelon
64.38,71.02,77.97,33.84,92.54,6.48,34.22,muskmelon
87.43,55.33,91.85,33.31,91.34,6.61,31.77,muskmelon
74.72,70.01,73.37,34.29,92.06,6.33,32.45,muskmelon
74.01,56.74,107.09,30.86,91.53,6.37,31.01,muskmelon
74.91,59.56,80.66,31.38,92.77,6.2,31.96,muskmelon
72.68,67.36,94.22,33.79,92.69,6.13,31.29,muskmelon
73.65,67.09,81.82,31.35,93.38,6.37,32.46,muskmelon
63.92,59.52,94.25,32.74,92.28,6.65,23.46,muskmelon
68.03,48.73,80.73,31.68,92.83,6.46,31.9,muskmelon
84.5,69.58,87.1,28.01,92.75,6.7,25.9,muskmelon
69.76,64.43,94.79,33.98,92.95,6.18,32.6,muskmelon
70.54,74.47,106.69,32.8,93.6,6.39,31.44,muskmelon
79.39,65.92,75.77,36.54,92.81,6.7,28.96,muskmelon
75.29,59.27,91.13,32.67,93.08,6.88,25.12,muskmelon
69.15,47.54,87.53,32.78,92.89,6.41,23.81,muskmelon
66.67,62.43,88.36,36.32,93.85,6.49,32.32,muskmelon
80.2,70.41,98.46,32.79,91.77,6.37,29.88,muskmelon
68.19,54.15,92.65,30.43,91.75,6.85,22.93,muskmelon
82.86,61.6,81.59,34.33,91.47,6.53,29.38,muskmelon
74.3,59.37,96.34,34.23,93.67,6.41,29.82,muskmelon
79.75,64.24,75.03,32.77,93.04,6.79,24.25,muskmelon
83.65,51.33,93.73,33.01,91.97,6.46,31.51,muskmelon
82.8,59.46,99.75,30.95,91.9,6.26,30.48,muskmelon
77.99,65.1,90.94,34.38,91.02,6.53,27.56,muskmelon
79.91,57.02,90.54,35.62,93.62,6.5,27.26,muskmelon
82.26,58.87,87.41,32.3,91.79,6.53,33.89,muskmelon
83.43,56.78,73.45,30.0,92.65,6.33,30.23,muskmelon
75.66,65.5,69.02,32.84,92.56,6.44,30.35,muskmelon
68.57,57.26,99.08,31.43,92.8,6.61,28.62,muskmelon
59.17,53.98,62.39,7.4,91.58,6.12,155.67,apple
63.92,48.56,48.52,7.74,92.01,5.97,147.95,apple
57.92,48.18,68.78,12.8,93.71,5.85,127.02,apple
56.83,53.72,59.26,10.62,92.96,5.68,142.65,apple
61.55,71.88,65.06,8.41,92.79,6.26,154.2,apple
59.33,75.71,61.99,12.68,93.0,5.9,150.92,apple
58.47,64.57,60.71,7.51,92.44,6.08,155.16,apple
50.49,67.44,68.04,9.82,92.85,6.24,161.94,apple
60.54,53.11,72.5,10.58,92.12,5.94,147.38,apple
48.22,63.12,68.54,8.88,93.18,5.96,149.72,apple
59.32,64.44,59.13,14.85,91.82,6.02,186.28,apple
69.61,52.89,57.14,13.44,91.94,6.0,153.1,apple
53.33,60.12,54.16,13.01,92.96,6.07,166.57,apple
58.96,60.72,66.37,5.59,92.04,5.85,176.38,apple
62.95,59.55,66.48,15.83,91.87,6.01,164.56,apple
67.16,49.46,61.77,7.78,92.25,6.01,137.37,apple
57.72,65.61,63.43,12.38,91.72,5.93,175.51,apple
60.36,60.38,48.14,7.23,92.3,5.92,138.01,apple
57.95,52.25,73.2,1.88,92.84,6.04,144.93,apple
53.85,60.17,56.04,9.98,92.0,5.59,167.02,apple
66.79,61.7,65.74,15.28,91.12,6.02,133.9,apple
58.04,57.94,66.82,7.93,94.31,5.91,131.85,apple
55.18,55.75,57.84,8.51,91.94,5.98,130.1,apple
53.07,54.97,59.38,2.39,92.95,6.24,138.24,apple
62.16,57.12,47.61,9.04,93.36,6.01,153.64,apple
62.01,65.7,59.17,11.96,93.69,5.85,146.49,apple
66.95,62.81,63.43,12.58,91.94,5.96,123.63,apple
48.93,58.1,72.21,12.99,91.69,5.92,171.91,apple
55.8,62.92,50.54,8.75,92.92,6.04,148.36,apple
54.64,59.75,63.09,11.29,91.44,6.02,135.16,apple
61.23,51.16,57.94,15.96,93.36,5.82,140.03,apple
60.67,64.17,40.4,15.05,93.32,6.06,157.96,apple
64.16,55.82,61.73,9.34,91.61,5.99,142.44,apple
54.9,56.67,59.99,6.98,92.2,5.86,162.46,apple
56.94,67.5,46.44,8.68,93.64,5.65,179.73,apple
55.76,56.93,47.61,6.41,92.14,6.06,125.41,apple
53.34,57.46,59.13,10.62,91.88,6.14,137.04,apple
50.57,61.93,68.32,17.89,92.47,5.92,157.05,apple
59.99,59.02,52.39,11.45,93.22,6.01,163.28,apple
63.57,59.64,75.04,9.32,92.36,5.97,168.79,apple
69.89,62.8,59.82,14.67,94.03,5.94,174.93,apple
48.43,69.43,59.84,6.23,92.56,6.2,130.35,apple
60.66,58.26,73.9,11.27,93.28,6.22,156.1,apple
57.43,48.72,66.24,14.46,92.91,6.07,152.88,apple
41.64,54.78,63.16,14.32,94.08,6.03,158.41,apple
55.26,56.34,45.98,3.15,91.46,5.61,145.94,apple
49.57,67.27,58.82,8.93,92.95,5.82,149.08,apple
57.23,54.98,61.86,11.25,93.44,6.13,174.45,apple
60.28,59.54,59.08,13.06,91.91,6.18,142.87,apple
51.87,56.77,60.76,14.54,93.23,6.09,170.49,apple
71.11,57.57,61.13,7.73,92.26,6.05,147.98,apple
55.05,64.99,51.84,11.77,92.19,6.0,141.11,apple
69.85,63.43,61.6,11.65,92.26,6.11,163.08,apple
72.8,62.46,65.0,9.15,91.88,5.78,151.39,apple
54.44,67.77,51.05,11.46,92.61,5.96,158.35,apple
54.33,55.54,58.92,9.09,91.77,6.11,122.42,apple
62.73,69.97,47.46,9.85,92.6,5.93,151.89,apple
54.9,58.35,60.34,13.66,93.31,6.04,158.43,apple
54.5,56.66,53.61,13.08,93.77,6.05,126.9,apple
50.23,66.97,60.35,7.56,93.54,6.3,171.7,apple
57.41,67.01,60.55,10.64,92.83,5.83,134.18,apple
56.73,49.81,67.47,9.95,93.31,5.87,171.38,apple
54.51,76.85,68.12,6.06,93.3,5.88,124.72,apple
65.48,66.47,58.08,13.93,92.68,6.31,133.7,apple
75.57,56.54,65.68,18.47,92.51,5.91,128.91,apple
74.65,65.64,58.94,10.59,91.01,5.9,152.57,apple
63.77,60.02,64.19,8.11,93.04,6.06,152.09,apple
62.77,60.34,70.12,11.83,91.83,5.85,152.17,apple
50.01,61.85,55.34,3.01,91.73,5.73,142.32,apple
49.11,62.88,61.98,10.15,92.06,6.05,114.77,apple
64.58,50.23,54.06,11.52,93.37,6.08,148.67,apple
51.16,61.62,68.99,10.36,91.71,5.83,176.21,apple
51.45,52.88,68.25,7.55,92.85,6.08,154.3,apple
66.92,54.82,68.21,7.56,92.81,5.77,170.19,apple
76.42,63.65,56.49,10.94,91.85,5.71,143.25,apple
60.61,58.79,57.16,13.9,91.36,6.15,151.12,apple
54.15,57.03,52.62,11.08,93.32,5.96,151.89,apple
54.39,59.49,69.44,5.23,91.59,5.85,154.95,apple
54.06,61.0,53.8,9.31,93.02,5.54,133.93,apple
58.7,58.27,56.61,5.95,94.16,5.91,144.07,apple
64.14,50.08,57.98,10.29,92.42,6.08,134.09,apple
60.42,67.79,53.49,9.96,93.26,5.91,179.54,apple
55.97,58.89,59.22,10.49,91.96,6.21,137.08,apple
56.45,70.63,62.49,10.01,92.85,6.22,165.03,apple
55.25,54.75,57.25,18.8,92.27,5.88,164.46,apple
48.75,59.12,51.93,8.71,92.59,5.93,156.73,apple
69.4,58.62,64.82,7.79,92.83,5.99,174.89,apple
55.12,58.75,60.66,12.44,92.3,5.8,121.71,apple
63.69,53.93,63.24,11.45,92.45,6.14,117.42,apple
58.85,60.47,71.93,7.35,93.17,6.01,132.18,apple
59.77,48.43,58.33,14.9,91.05,5.78,144.2,apple
55.21,58.92,60.71,8.49,92.73,5.98,172.4,apple
65.77,59.12,60.23,10.63,92.36,6.05,143.81,apple
70.22,64.13,52.14,8.03,91.94,5.71,174.67,apple
66.07,60.48,55.89,12.97,91.17,6.07,156.31,apple
70.0,57.62,55.46,16.39,92.83,6.23,145.26,apple
54.31,57.69,65.09,19.31,92.03,6.1,140.03,apple
69.16,69.17,61.72,11.55,93.17,5.5,173.01,apple
77.76,62.63,52.74,8.66,92.68,6.37,165.42,apple
66.71,61.76,57.56,12.05,95.04,5.91,145.5,apple
99.37,52.29,44.51,16.64,91.33,6.98,137.34,orange
96.65,42.99,49.31,25.46,93.57,7.16,148.72,orange
84.88,50.64,37.29,24.14,91.57,6.76,162.54,orange
80.3,47.78,43.56,19.02,93.5,6.61,169.47,orange
100.23,54.63,39.59,23.25,93.35,6.71,141.36,orange
79.5,49.48,50.32,24.51,92.49,6.68,119.04,orange
86.56,48.38,39.88,18.41,93.17,6.88,153.63,orange
69.28,41.41,39.78,24.25,91.27,6.88,167.22,orange
94.38,42.8,55.41,17.11,92.19,6.94,163.05,orange
85.81,41.36,45.91,11.96,90.98,6.94,116.45,orange
85.15,45.0,41.44,18.18,92.93,6.68,117.64,orange
96.03,46.28,45.06,17.03,91.0,7.25,154.16,orange
99.39,47.22,44.5,25.28,93.55,7.05,143.83,orange
80.13,50.66,45.85,19.58,91.81,6.38,171.62,orange
91.12,40.28,43.75,16.1,91.98,6.54,160.99,orange
93.95,44.27,54.31,20.04,92.09,6.88,168.52,orange
78.18,54.34,45.97,17.8,93.48,6.96,183.72,orange
99.61,41.26,45.2,19.82,93.2,6.34,163.99,orange
85.96,38.84,37.98,16.85,92.91,6.92,157.61,orange
99.47,42.3,48.15,21.84,92.33,6.56,142.3,orange
82.23,46.54,44.7,14.87,92.92,6.92,139.06,orange
99.46,48.4,45.6,18.56,93.54,6.73,178.93,orange
89.05,28.35,39.24,22.58,92.87,6.95,171.36,orange
106.25,43.1,49.45,22.55,91.78,6.9,171.0,orange
99.64,54.51,57.07,20.72,92.11,6.93,156.95,orange
97.97,46.55,36.31,18.16,91.87,6.22,163.37,orange
105.92,39.68,49.95,15.2,91.91,6.72,161.51,orange
104.12,43.17,46.36,19.4,92.77,6.46,148.9,orange
88.89,34.87,46.67,19.79,91.93,6.67,154.06,orange
106.39,42.32,38.26,20.16,93.77,6.68,156.17,orange
80.19,40.99,47.73,21.18,92.65,6.67,169.96,orange
83.05,48.33,46.34,16.22,91.94,6.45,159.14,orange
91.72,40.7,42.8,18.36,92.76,6.82,161.09,orange
101.83,46.26,50.64,16.01,92.04,6.83,149.41,orange
103.11,39.33,48.08,25.68,91.81,6.57,180.14,orange
90.05,40.32,41.54,21.77,93.39,6.14,151.71,orange
83.83,54.56,45.02,22.67,91.84,6.67,116.64,orange
100.12,50.45,43.07,16.2,94.55,6.6,156.65,orange
99.75,47.13,41.17,27.15,91.39,6.87,145.75,orange
88.48,46.53,36.66,20.9,93.46,6.62,171.69,orange
96.74,47.54,39.98,17.25,92.77,6.87,157.71,orange
72.54,49.12,39.51,24.6,94.24,7.11,152.42,orange
94.19,36.56,43.59,27.69,90.88,6.84,152.22,orange
95.28,42.65,49.04,19.89,91.59,6.53,161.79,orange
75.3,49.22,34.16,24.97,91.59,7.11,180.29,orange
87.33,52.75,45.95,21.36,93.78,6.68,168.93,orange
82.28,52.96,42.07,23.8,92.68,6.92,125.45,orange
89.64,47.92,47.32,18.26,93.35,6.7,138.38,orange
93.02,44.72,40.89,15.72,93.31,6.59,151.14,orange
103.42,43.36,46.64,18.29,91.98,6.36,179.88,orange
94.12,46.72,45.0,17.05,92.64,6.49,159.96,orange
94.66,43.99,48.18,22.13,92.83,6.37,143.77,orange
89.17,51.14,44.73,20.68,92.54,6.66,160.29,orange
74.63,41.17,54.02,23.0,91.99,6.87,148.65,orange
79.1,46.1,41.25,24.35,92.32,6.57,154.95,orange
87.84,48.77,48.5,16.94,93.08,7.04,160.47,orange
100.24,41.88,50.33,20.36,93.47,6.81,162.92,orange
73.14,38.47,45.33,16.39,91.49,6.13,138.81,orange
92.35,38.95,47.91,13.85,94.11,7.05,118.62,orange
69.93,45.1,36.46,17.56,92.78,6.26,164.32,orange
88.99,37.77,51.48,22.13,91.95,7.01,145.19,orange
72.67,44.05,45.43,19.66,92.46,6.77,152.42,orange
91.64,50.21,44.8,22.36,92.16,6.55,133.58,orange
93.88,45.82,38.52,15.8,93.86,6.85,148.61,orange
90.98,41.64,45.48,20.7,91.21,6.46,158.44,orange
77.75,49.27,43.75,19.04,93.05,6.8,167.32,orange
82.93,46.82,48.22,19.09,92.22,6.86,167.99,orange
83.61,47.45,40.81,14.84,92.97,6.73,140.35,orange
80.46,46.66,46.35,23.14,92.65,6.65,170.04,orange
109.71,44.59,42.49,20.07,92.08,6.41,156.4,orange
89.98,40.63,50.26,29.01,92.74,6.53,154.76,orange
94.87,44.42,45.16,21.11,91.7,6.9,144.04,orange
107.94,41.82,36.12,22.6,91.45,7.71,173.58,orange
97.27,40.66,48.61,22.55,92.3,6.62,144.41,orange
94.8,47.93,42.6,19.31,93.22,7.07,155.41,orange
86.46,48.24,35.51,18.29,91.82,6.62,159.48,orange
100.99,55.37,53.04,18.81,92.7,6.6,160.23,orange
86.68,48.07,50.0,18.39,93.6,6.92,148.63,orange
82.45,52.89,39.86,26.09,94.15,6.86,158.96,orange
88.41,40.16,49.71,18.07,92.42,7.28,158.0,orange
114.94,53.15,49.32,22.46,94.13,6.7,147.15,orange
88.77,39.33,40.7,18.59,93.37,6.86,150.5,orange
84.71,41.03,39.0,16.54,91.13,6.81,160.93,orange
84.7,45.51,47.59,22.23,92.29,6.85,158.31,orange
72.82,50.93,47.83,21.47,92.99,7.09,135.79,orange
113.78,42.03,39.72,13.88,91.69,6.76,147.04,orange
77.02,48.46,34.74,16.28,94.27,6.87,151.47,orange
92.07,46.02,48.0,20.55,92.67,6.79,146.44,orange
84.27,50.85,40.43,20.31,91.44,6.42,140.44,orange
84.89,46.53,51.8,18.4,92.38,6.67,180.23,orange
98.05,42.91,48.0,18.4,92.84,6.48,133.91,orange
85.54,42.74,41.02,18.8,92.46,6.51,171.1,orange
95.07,44.43,45.79,23.65,93.31,6.95,146.36,orange
109.49,43.12,50.01,21.38,92.47,6.95,141.81,orange
70.95,52.14,48.29,19.98,92.82,6.6,179.26,orange
91.71,40.88,50.38,23.82,93.85,6.31,150.78,orange
85.29,47.75,50.82,18.66,92.23,6.83,165.76,orange
102.24,37.91,38.49,20.01,92.02,7.07,147.69,orange
95.08,41.86,56.79,17.93,91.98,7.26,186.27,orange
86.3,42.35,45.54,20.08,92.49,6.75,174.11,orange
81.45,55.49,70.82,27.25,93.3,6.06,181.51,papaya
104.6,45.83,71.94,31.18,92.31,6.05,155.96,papaya
84.92,47.07,91.93,29.45,93.15,5.97,174.01,papaya
86.79,44.22,66.02,31.04,93.24,5.87,155.07,papaya
94.98,45.17,88.26,30.72,91.85,5.86,165.5,papaya
82.87,50.83,101.64,29.39,92.59,6.36,167.11,papaya
85.67,48.35,99.77,29.88,92.82,5.95,157.03,papaya
92.77,50.46,79.24,30.77,91.15,6.01,174.6,papaya
103.6,44.9,82.29,29.08,93.34,5.82,183.32,papaya
68.02,38.72,96.74,30.89,91.99,5.98,162.07,papaya
